run_id,method,seed,forgetting_pct,ppl_a_init,ppl_a_before,ppl_a_after,ppl_b_init,ppl_b_after,lambada_before,lambada_after,rep4_before,rep4_after,rep8_before,rep8_after,drift_value_before,drift_value_after,vocab_overlap_before,vocab_overlap_after,total_hours,avg_tokens_per_sec
pilot_baseline_s0,baseline,0,87.35289621770612,35.83166884437924,22.952649821082968,43.00245419850708,49.03186117447547,21.174832446386056,0.149,0.131,0.4189723320158103,0.5810276679841897,0.2670682730923694,0.463855421686747,0.4198510857242547,0.342761992754788,0.2506787330316742,0.2017982017982018,3.040559301944445,3044.972368366084
rq1_baseline_s42,baseline,42,86.95243564598353,35.83166884437924,22.930295494976303,42.86874592867944,49.03186117447547,21.17293927071149,0.203,0.217,0.4644268774703557,0.6205533596837944,0.3232931726907631,0.5100401606425702,0.4207609279499479,0.3372376745334655,0.2470799640610961,0.2111000991080277,3.3379807091666667,2644.3622320959985
rq1_baseline_s123,baseline,123,86.68232053807942,35.83166884437924,22.94585702079928,42.83585835377791,49.03186117447547,21.16976875027204,0.202,0.216,0.4347826086956521,0.6324110671936759,0.28714859437751,0.5180722891566265,0.427826772419712,0.3370428813479647,0.2383465259454705,0.201171875,3.172888095,2860.959731560247
rq2_replay25_s42,replay25,42,7.477239412248846,35.83166884437924,22.930296130147426,24.64484926973618,49.03186117447547,22.06442954352913,0.203,0.207,0.4604743083003952,0.4130434782608695,0.321285140562249,0.2670682730923694,0.4207609279499479,0.3613287247537328,0.2470799640610961,0.2527777777777777,2.9929709116666667,2996.43601583346
rq2_mer25_s42,mer25,42,4.466310171377231,35.83166884437924,22.93006370406257,23.9541914715804,49.03186117447547,26.76808516202624,0.203,0.221,0.4565217391304348,0.466403162055336,0.3152610441767068,0.3273092369477911,0.4230213108076648,0.3139820120502335,0.243682310469314,0.2664859981933152,3.004930397222222,2927.0767212791498
rq2_ewc_s42,ewc,42,33.44259710882469,35.83166884437924,22.9298957943552,30.598248462334748,49.03186117447547,22.076600079712343,0.202,0.246,0.4723320158102767,0.6205533596837944,0.321285140562249,0.5060240963855421,0.4206961420361661,0.3362890536328752,0.2511130899376669,0.2211253701875617,3.1588232133333336,2799.021300299403
